date,Premature Death Rate,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
2009-01-01,495.4,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
2010-01-01,399.8,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
2011-01-01,469.9,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
2012-01-01,541.6,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
2013-01-01,467.1,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
2014-01-01,506.5,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
2015-01-01,569.0,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
2016-01-01,520.0,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
2017-01-01,482.8,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
2018-01-01,563.5,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
2019-01-01,531.4,ID,Lewiston,Asotin County,WA,"Premature Death Rate for Asotin County, WA",CDC20N2U053003,Annual,Not Seasonally Adjusted
1999-01-01,467.9,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2000-01-01,567.7,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2001-01-01,497.1,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2002-01-01,439.4,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2003-01-01,425.1,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2004-01-01,556.1,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2005-01-01,462.5,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2006-01-01,425.5,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2007-01-01,423.1,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2008-01-01,422.8,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2009-01-01,478.9,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2010-01-01,423.1,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2011-01-01,411.3,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2012-01-01,417.1,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2013-01-01,391.5,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2014-01-01,424.6,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2015-01-01,477.0,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2016-01-01,449.3,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2017-01-01,471.6,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2018-01-01,452.0,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
2019-01-01,496.6,TX,Houston,Austin County,TX,"Premature Death Rate for Austin County, TX",CDC20N2U048015,Annual,Not Seasonally Adjusted
1999-01-01,288.1,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2000-01-01,298.5,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2001-01-01,319.1,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2002-01-01,328.6,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2003-01-01,320.3,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2004-01-01,269.1,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2005-01-01,275.1,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2006-01-01,312.0,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2007-01-01,310.0,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2008-01-01,311.0,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2009-01-01,315.1,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2010-01-01,316.7,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2011-01-01,306.3,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2012-01-01,298.4,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2013-01-01,322.8,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2014-01-01,315.8,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2015-01-01,343.7,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2016-01-01,329.8,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2017-01-01,355.8,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2018-01-01,330.6,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
2019-01-01,328.4,WA,Kennewick,Benton County,WA,"Premature Death Rate for Benton County, WA",CDC20N2U053005,Annual,Not Seasonally Adjusted
1999-01-01,328.5,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2000-01-01,316.5,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2001-01-01,336.7,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2002-01-01,303.1,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2003-01-01,299.0,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2004-01-01,284.1,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2005-01-01,273.1,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2006-01-01,272.6,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2007-01-01,268.0,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2008-01-01,272.4,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2009-01-01,242.8,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2010-01-01,251.2,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2011-01-01,260.2,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2012-01-01,258.9,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2013-01-01,254.0,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2014-01-01,258.5,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2015-01-01,260.6,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2016-01-01,275.5,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2017-01-01,263.6,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2018-01-01,265.4,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
2019-01-01,269.7,NY,New York,Bergen County,NJ,"Premature Death Rate for Bergen County, NJ",CDC20N2U034003,Annual,Not Seasonally Adjusted
1999-01-01,361.9,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2000-01-01,372.9,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2001-01-01,409.6,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2002-01-01,419.0,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2003-01-01,396.9,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2004-01-01,385.9,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2005-01-01,419.9,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2006-01-01,392.8,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2007-01-01,412.0,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2008-01-01,357.9,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2009-01-01,371.7,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2010-01-01,401.6,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2011-01-01,375.3,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2012-01-01,392.4,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2013-01-01,388.3,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2014-01-01,414.1,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2015-01-01,408.8,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2016-01-01,430.2,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2017-01-01,409.0,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2018-01-01,428.1,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
2019-01-01,427.5,SC,Charleston,Berkeley County,SC,"Premature Death Rate for Berkeley County, SC",CDC20N2U045015,Annual,Not Seasonally Adjusted
1999-01-01,327.1,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2000-01-01,299.4,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2001-01-01,314.0,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2002-01-01,299.4,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2003-01-01,272.7,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2004-01-01,302.5,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2005-01-01,310.2,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2006-01-01,332.4,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2007-01-01,313.5,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2008-01-01,323.1,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2009-01-01,273.0,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2010-01-01,292.7,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2011-01-01,301.9,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2012-01-01,326.6,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2013-01-01,319.3,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2014-01-01,365.5,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2015-01-01,332.5,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2016-01-01,341.5,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2017-01-01,397.2,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2018-01-01,430.0,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
2019-01-01,320.7,IL,Rockford,Boone County,IL,"Premature Death Rate for Boone County, IL",CDC20N2U017007,Annual,Not Seasonally Adjusted
1999-01-01,323.6,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2000-01-01,313.6,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2001-01-01,322.0,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2002-01-01,315.9,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2003-01-01,299.9,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2004-01-01,279.4,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2005-01-01,319.2,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2006-01-01,281.9,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2007-01-01,323.4,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2008-01-01,317.0,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2009-01-01,367.0,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2010-01-01,330.7,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2011-01-01,319.6,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2012-01-01,308.1,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2013-01-01,338.2,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2014-01-01,331.7,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2015-01-01,365.4,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2016-01-01,366.8,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2017-01-01,408.3,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2018-01-01,379.6,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
2019-01-01,399.2,OH,Cincinnati,Boone County,KY,"Premature Death Rate for Boone County, KY",CDC20N2U021015,Annual,Not Seasonally Adjusted
1999-01-01,276.9,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2000-01-01,294.4,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2001-01-01,271.0,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2002-01-01,269.0,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2003-01-01,287.5,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2004-01-01,282.1,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2005-01-01,284.2,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2006-01-01,258.5,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2007-01-01,316.4,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2008-01-01,256.3,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2009-01-01,234.6,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2010-01-01,288.9,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2011-01-01,270.8,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2012-01-01,301.5,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2013-01-01,287.8,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2014-01-01,321.1,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2015-01-01,301.1,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2016-01-01,336.8,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
2017-01-01,331.0,UT,Ogden,Box Elder County,UT,"Premature Death Rate for Box Elder County, UT",CDC20N2U049003,Annual,Not Seasonally Adjusted
