date,SNAP Benefits Recipients,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
1998-01-01,2224,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
1999-01-01,2401,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2000-01-01,2287,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2001-01-01,2302,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2002-01-01,2409,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2003-01-01,2761,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2004-01-01,3243,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2005-01-01,3294,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2006-01-01,3266,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2007-01-01,3241,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2008-01-01,3669,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2009-01-01,4405,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2010-01-01,4682,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2011-01-01,4782,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2012-01-01,4799,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2013-01-01,4797,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2014-01-01,4797,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2015-01-01,4687,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2016-01-01,4391,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2017-01-01,4282,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2018-01-01,4266,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
2019-01-01,4366,ID,Lewiston,Asotin County,WA,"SNAP Benefits Recipients in Asotin County, WA",CBR53003WAA647NCEN,Annual,Not Seasonally Adjusted
1989-01-01,1401,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1990-01-01,.,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1991-01-01,.,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1992-01-01,.,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1993-01-01,2039,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1994-01-01,.,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1995-01-01,1584,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1996-01-01,.,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1997-01-01,1195,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1998-01-01,912,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1999-01-01,722,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2000-01-01,621,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2001-01-01,656,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2002-01-01,916,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2003-01-01,1389,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2004-01-01,1510,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2005-01-01,1792,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2006-01-01,1793,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2007-01-01,1436,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2008-01-01,1940,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2009-01-01,2853,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2010-01-01,3304,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2011-01-01,3296,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2012-01-01,3288,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2013-01-01,3198,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2014-01-01,2840,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2015-01-01,2827,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2016-01-01,3026,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2017-01-01,3030,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2018-01-01,2650,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
2019-01-01,2583,TX,Houston,Austin County,TX,"SNAP Benefits Recipients in Austin County, TX",CBR48015TXA647NCEN,Annual,Not Seasonally Adjusted
1989-01-01,6632,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1990-01-01,.,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1991-01-01,.,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1992-01-01,.,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1993-01-01,8251,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1994-01-01,.,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1995-01-01,7963,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1996-01-01,.,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1997-01-01,7616,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1998-01-01,7037,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1999-01-01,7196,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2000-01-01,7495,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2001-01-01,9002,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2002-01-01,10083,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2003-01-01,10657,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2004-01-01,12573,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2005-01-01,13882,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2006-01-01,15282,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2007-01-01,17284,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2008-01-01,21289,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2009-01-01,27259,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2010-01-01,29678,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2011-01-01,30210,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2012-01-01,31308,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2013-01-01,33088,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2014-01-01,33133,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2015-01-01,31965,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2016-01-01,30378,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2017-01-01,28828,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2018-01-01,27163,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
2019-01-01,27158,WA,Kennewick,Benton County,WA,"SNAP Benefits Recipients in Benton County, WA",CBR53005WAA647NCEN,Annual,Not Seasonally Adjusted
1989-01-01,7688,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1990-01-01,.,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1991-01-01,.,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1992-01-01,.,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1993-01-01,14838,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1994-01-01,.,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1995-01-01,16688,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1996-01-01,.,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1997-01-01,13588,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1998-01-01,11486,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1999-01-01,11704,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2000-01-01,10787,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2001-01-01,10869,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2002-01-01,12148,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2003-01-01,13273,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2004-01-01,14765,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2005-01-01,15633,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2006-01-01,16300,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2007-01-01,17699,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2008-01-01,20259,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2009-01-01,26208,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2010-01-01,32745,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2011-01-01,36593,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2012-01-01,38593,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2013-01-01,36890,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2014-01-01,38324,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2015-01-01,39975,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2016-01-01,38806,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2017-01-01,35556,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2018-01-01,31900,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
2019-01-01,30471,NY,New York,Bergen County,NJ,"SNAP Benefits Recipients in Bergen County, NJ",CBR34003NJA647NCEN,Annual,Not Seasonally Adjusted
1989-01-01,6960,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
1990-01-01,.,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
1991-01-01,.,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
1992-01-01,.,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
1993-01-01,11837,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
1994-01-01,.,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
1995-01-01,12259,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
1996-01-01,.,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
1997-01-01,11313,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
1998-01-01,10449,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
1999-01-01,9729,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
2000-01-01,9530,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
2001-01-01,11117,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
2002-01-01,13277,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
2003-01-01,15062,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
2004-01-01,15768,SC,Charleston,Berkeley County,SC,"SNAP Benefits Recipients in Berkeley County, SC",CBR45015SCA647NCEN,Annual,Not Seasonally Adjusted
